transaction_id,CLIENTNUM,transaction_datetime,amount,merchant_category,hour_of_day,is_foreign_transaction,distance_from_home_km,is_fraud
16955,718826883,2024-02-21 04:00:00,262.9,Restaurant,4,0,1.6,0
16956,718826883,2024-04-13 16:00:00,27.61,Travel,16,0,34.5,0
16957,718826883,2024-08-15 06:00:00,65.4,Restaurant,6,0,35.7,0
16958,720874983,2024-07-05 13:00:00,30.04,Jewelry,13,0,3.2,0
16959,720874983,2024-08-13 14:00:00,106.6,Grocery,14,0,5.5,0
16960,720874983,2024-11-16 00:00:00,87.84,Restaurant,0,0,1.3,0
16961,720874983,2024-10-31 04:00:00,165.79,Jewelry,4,0,21.2,0
16962,720874983,2024-08-02 00:00:00,73.27,Gas Station,0,0,0.5,0
16963,720874983,2024-03-18 05:00:00,178.39,Electronics,5,0,17.5,0
16964,720874983,2024-12-25 22:00:00,159.54,Online Retail,22,0,2.9,0
16965,720874983,2024-11-17 12:00:00,92.04,Online Retail,12,0,1.3,0
16966,720874983,2024-12-15 14:00:00,151.17,Online Retail,14,0,17.7,0
16967,720874983,2024-11-01 12:00:00,121.82,Gas Station,12,0,4.1,0
16968,720874983,2024-04-29 22:00:00,71.94,Jewelry,22,0,14.5,0
16969,720874983,2024-12-26 04:00:00,43.49,Gas Station,4,0,31.3,0
16970,720874983,2024-10-15 23:00:00,174.14,Gas Station,23,0,17.2,0
16971,720874983,2024-10-06 14:00:00,57.35,Grocery,14,0,12.5,0
16972,720874983,2024-11-25 19:00:00,53.76,Restaurant,19,0,1.6,0
16973,720874983,2024-06-11 07:00:00,283.19,Utility Bill,7,0,2.1,0
16974,720874983,2024-02-05 06:00:00,166.4,Gas Station,6,0,8.4,0
16975,720874983,2024-01-27 00:00:00,253.28,Grocery,0,0,16.5,0
16976,720874983,2024-06-06 06:00:00,72.17,Grocery,6,0,2.0,0
16977,720874983,2024-05-04 02:00:00,124.27,ATM Withdrawal,2,0,59.0,0
16978,720874983,2024-03-02 22:00:00,179.48,Travel,22,0,20.6,0
16979,720874983,2024-01-12 02:00:00,38.87,ATM Withdrawal,2,0,4.6,0
16980,720874983,2024-08-27 21:00:00,77.63,Gas Station,21,0,31.3,0
16981,720874983,2024-02-06 20:00:00,42.08,Travel,20,0,2.4,0
16982,719706483,2024-11-24 10:00:00,51.25,Travel,10,0,41.7,0
16983,719706483,2024-10-20 03:00:00,16.37,Utility Bill,3,0,34.2,0
16984,719706483,2024-11-08 20:00:00,42.16,Restaurant,20,0,6.0,0
16985,719706483,2024-02-07 15:00:00,56.07,Utility Bill,15,0,40.5,0
16986,719706483,2024-06-11 02:00:00,37.55,ATM Withdrawal,2,0,3.0,0
16987,719706483,2024-04-20 15:00:00,95.37,Jewelry,15,0,28.1,1
16988,719706483,2024-01-15 20:00:00,52.73,Restaurant,20,0,16.9,0
16989,719706483,2024-03-20 22:00:00,53.85,Gas Station,22,0,31.3,0
16990,719706483,2024-02-04 02:00:00,232.5,Gas Station,2,0,4.1,0
16991,719706483,2024-12-26 19:00:00,29.02,Electronics,19,0,5.1,0
16992,719706483,2024-08-29 10:00:00,37.32,Restaurant,10,0,9.2,0
16993,718748133,2024-10-16 22:00:00,21.44,Grocery,22,0,61.8,0
16994,718748133,2024-12-01 13:00:00,61.95,Electronics,13,0,4.3,0
16995,718748133,2024-01-21 07:00:00,41.31,Travel,7,0,32.8,0
16996,718748133,2024-06-10 04:00:00,17.0,Grocery,4,0,25.2,0
16997,718748133,2024-01-05 04:00:00,49.57,Restaurant,4,0,27.4,0
16998,718748133,2024-03-12 10:00:00,48.56,Jewelry,10,0,4.7,0
16999,718748133,2024-03-13 16:00:00,31.28,Travel,16,1,1325.2,1
17000,718748133,2024-01-15 21:00:00,105.69,Grocery,21,0,2.4,0
17001,718748133,2024-08-23 04:00:00,44.07,Jewelry,4,0,1.0,0
17002,718748133,2024-10-22 22:00:00,68.25,Utility Bill,22,0,4.2,0
17003,718748133,2024-07-24 08:00:00,38.97,Grocery,8,0,17.3,0
17004,718748133,2024-08-21 02:00:00,113.52,Travel,2,0,6.6,0
17005,718748133,2024-03-01 22:00:00,63.49,Grocery,22,1,701.8,0
17006,718748133,2024-07-10 19:00:00,55.5,Restaurant,19,0,7.3,0
17007,718748133,2024-08-11 17:00:00,42.84,ATM Withdrawal,17,0,33.0,0
17008,718748133,2024-04-22 23:00:00,45.46,Jewelry,23,0,14.8,0
17009,772047183,2024-08-16 04:00:00,61.96,Online Retail,4,0,11.4,0
17010,772047183,2024-06-06 09:00:00,42.66,Jewelry,9,0,3.1,0
17011,772047183,2024-09-29 03:00:00,88.85,Restaurant,3,0,19.8,0
17012,772047183,2024-11-29 01:00:00,79.16,Grocery,1,0,15.8,0
17013,772047183,2024-04-19 19:00:00,59.14,ATM Withdrawal,19,0,27.4,0
17014,772047183,2024-07-13 08:00:00,163.05,Online Retail,8,0,4.9,0
17015,779241783,2024-11-20 17:00:00,155.73,Utility Bill,17,0,17.7,0
17016,779241783,2024-05-29 13:00:00,25.29,Travel,13,0,6.9,0
17017,779241783,2024-01-15 06:00:00,27.13,Online Retail,6,0,1.9,0
17018,779241783,2024-11-26 21:00:00,92.81,Online Retail,21,0,12.2,0
17019,779241783,2024-10-17 15:00:00,38.38,Electronics,15,0,8.3,0
17020,779241783,2024-01-19 19:00:00,26.15,ATM Withdrawal,19,0,14.4,0
17021,779241783,2024-06-11 02:00:00,25.03,Utility Bill,2,0,0.8,0
17022,779241783,2024-04-17 14:00:00,54.72,Gas Station,14,0,2.8,0
17023,779241783,2024-02-05 07:00:00,83.87,Utility Bill,7,0,4.7,0
17024,709422183,2024-02-15 14:00:00,65.72,Electronics,14,0,3.0,0
17025,709422183,2024-11-16 07:00:00,46.47,Grocery,7,0,23.2,0
17026,709422183,2024-04-17 06:00:00,33.71,Travel,6,0,20.0,0
17027,709422183,2024-12-16 07:00:00,16.53,Online Retail,7,0,2.1,0
17028,709422183,2024-11-20 14:00:00,26.25,Utility Bill,14,0,14.4,0
17029,709422183,2024-04-03 14:00:00,28.54,Grocery,14,0,0.5,0
17030,709422183,2024-06-01 13:00:00,17.49,Travel,13,0,10.9,0
17031,709422183,2024-07-19 14:00:00,30.06,Jewelry,14,0,31.2,0
17032,709422183,2024-03-11 16:00:00,45.32,Gas Station,16,0,2.8,0
17033,709422183,2024-03-19 04:00:00,28.31,ATM Withdrawal,4,0,5.8,0
17034,709422183,2024-12-21 03:00:00,64.32,Travel,3,0,1.1,0
17035,715448058,2024-09-09 00:00:00,24.21,Electronics,0,1,544.2,1
17036,715448058,2024-09-07 01:00:00,21.44,Online Retail,1,0,0.9,0
17037,715448058,2024-02-28 17:00:00,79.81,Electronics,17,0,31.2,0
17038,715448058,2024-12-08 15:00:00,35.6,Utility Bill,15,0,33.1,0
17039,715448058,2024-05-17 21:00:00,120.14,Online Retail,21,0,0.4,0
17040,715448058,2024-12-12 16:00:00,96.76,Online Retail,16,0,28.3,0
17041,715448058,2024-08-13 23:00:00,51.54,Online Retail,23,0,13.6,0
17042,715448058,2024-11-18 19:00:00,13.9,Grocery,19,0,8.1,0
17043,715448058,2024-10-01 21:00:00,16.7,Utility Bill,21,0,1.1,0
17044,715448058,2024-05-05 17:00:00,68.76,Online Retail,17,0,12.4,0
17045,715448058,2024-01-05 18:00:00,19.83,ATM Withdrawal,18,0,2.4,0
17046,715448058,2024-05-04 13:00:00,56.14,Jewelry,13,1,3423.8,0
17047,721288158,2024-01-29 09:00:00,19.99,Restaurant,9,0,43.6,0
17048,721288158,2024-03-09 10:00:00,51.21,Online Retail,10,0,21.3,0
17049,721288158,2024-01-30 07:00:00,29.19,Grocery,7,1,415.6,0
17050,721288158,2024-10-10 22:00:00,21.41,Online Retail,22,0,0.2,0
17051,721288158,2024-03-07 16:00:00,40.24,Restaurant,16,0,18.1,0
17052,721288158,2024-03-06 01:00:00,82.37,Grocery,1,0,10.2,0
17053,721288158,2024-07-19 01:00:00,50.23,Online Retail,1,1,44.5,1
17054,721288158,2024-08-18 11:00:00,25.76,Jewelry,11,1,2005.9,0
17055,721288158,2024-12-21 04:00:00,38.66,Electronics,4,0,25.5,0
17056,721288158,2024-12-15 23:00:00,23.76,ATM Withdrawal,23,0,22.1,0
17057,721288158,2024-10-15 06:00:00,120.84,Electronics,6,0,3.7,0
17058,721288158,2024-11-06 01:00:00,63.18,Gas Station,1,0,5.7,0
17059,721288158,2024-03-28 15:00:00,40.11,Grocery,15,0,14.4,0
17060,721288158,2024-06-16 20:00:00,76.71,ATM Withdrawal,20,0,40.9,0
17061,721288158,2024-01-10 08:00:00,8.64,Jewelry,8,0,5.1,0
17062,721288158,2024-02-03 00:00:00,21.68,Travel,0,0,17.9,0
17063,721288158,2024-01-27 15:00:00,30.2,ATM Withdrawal,15,0,20.7,0
17064,715016508,2024-02-16 15:00:00,44.57,Electronics,15,0,3.3,0
17065,715016508,2024-10-09 16:00:00,197.64,Online Retail,16,0,1.0,0
17066,715016508,2024-09-28 13:00:00,140.28,Electronics,13,0,22.5,0
17067,715016508,2024-04-19 18:00:00,42.2,Utility Bill,18,1,1216.8,0
17068,715016508,2024-08-29 23:00:00,150.76,Jewelry,23,0,0.0,1
17069,715016508,2024-01-27 11:00:00,91.99,Gas Station,11,0,6.3,0
17070,715016508,2024-03-23 14:00:00,23.74,Gas Station,14,0,2.0,0
17071,715016508,2024-02-01 17:00:00,21.18,Travel,17,0,13.0,0
17072,715016508,2024-09-16 07:00:00,42.48,Online Retail,7,0,4.6,0
17073,819351258,2024-05-11 07:00:00,67.41,Travel,7,0,14.7,0
17074,819351258,2024-10-25 20:00:00,44.59,Jewelry,20,0,38.5,0
17075,819351258,2024-04-29 22:00:00,53.62,Travel,22,0,3.4,0
17076,819351258,2024-03-22 23:00:00,86.7,Jewelry,23,0,29.2,0
17077,819351258,2024-02-22 15:00:00,62.8,Travel,15,0,19.4,0
17078,819351258,2024-07-08 01:00:00,80.9,Online Retail,1,0,14.9,0
17079,819351258,2024-07-07 17:00:00,52.56,Grocery,17,0,13.5,0
17080,819351258,2024-07-08 09:00:00,252.19,Electronics,9,0,20.9,1
17081,819351258,2024-01-25 13:00:00,75.1,Utility Bill,13,0,17.5,0
17082,819351258,2024-05-26 16:00:00,113.02,Travel,16,0,43.2,0
17083,819351258,2024-08-06 19:00:00,39.89,Online Retail,19,0,32.7,0
17084,819351258,2024-12-11 04:00:00,28.89,Utility Bill,4,0,23.7,1
17085,819351258,2024-08-06 06:00:00,32.95,Gas Station,6,0,1.6,0
17086,819351258,2024-03-10 23:00:00,137.0,Gas Station,23,0,11.5,0
17087,819351258,2024-03-23 20:00:00,72.82,Restaurant,20,0,2.6,0
17088,819351258,2024-02-03 14:00:00,41.1,Online Retail,14,0,47.3,0
17089,819351258,2024-09-07 07:00:00,23.4,Online Retail,7,0,26.0,0
17090,819351258,2024-03-20 05:00:00,64.86,Online Retail,5,0,21.6,0
17091,819351258,2024-04-06 10:00:00,381.99,Restaurant,10,0,11.7,0
17092,819351258,2024-10-03 01:00:00,35.99,ATM Withdrawal,1,0,0.8,0
17093,819351258,2024-01-27 07:00:00,194.11,Jewelry,7,0,8.2,0
17094,757837458,2024-03-11 14:00:00,54.87,Online Retail,14,0,9.9,0
17095,757837458,2024-08-15 12:00:00,22.92,Electronics,12,0,10.1,0
17096,757837458,2024-09-13 08:00:00,42.32,Jewelry,8,0,10.2,0
17097,757837458,2024-06-06 12:00:00,95.66,Utility Bill,12,0,14.5,0
17098,757837458,2024-11-24 01:00:00,36.46,Grocery,1,0,33.7,0
17099,757837458,2024-01-24 04:00:00,42.53,Gas Station,4,0,27.4,0
17100,757837458,2024-04-26 13:00:00,17.41,ATM Withdrawal,13,0,25.9,0
17101,757837458,2024-05-18 17:00:00,80.89,Online Retail,17,0,8.2,0
17102,757837458,2024-11-11 04:00:00,45.52,Online Retail,4,1,594.8,0
17103,757837458,2024-01-14 10:00:00,30.78,ATM Withdrawal,10,0,0.9,0
17104,757837458,2024-01-28 16:00:00,29.98,Grocery,16,0,5.6,0
17105,757837458,2024-05-13 22:00:00,89.95,ATM Withdrawal,22,0,1.9,0
17106,757837458,2024-01-07 13:00:00,100.07,ATM Withdrawal,13,0,14.0,0
17107,757837458,2024-03-10 02:00:00,19.26,Grocery,2,0,4.5,0
17108,757837458,2024-11-14 00:00:00,20.8,Grocery,0,0,2.4,0
17109,757837458,2024-07-05 12:00:00,61.15,Jewelry,12,0,42.6,0
17110,757837458,2024-07-16 06:00:00,81.85,Electronics,6,0,6.5,0
17111,757837458,2024-11-14 13:00:00,141.89,Online Retail,13,0,14.3,0
17112,757837458,2024-09-12 14:00:00,25.83,Online Retail,14,0,34.7,0
17113,714923583,2024-12-06 07:00:00,19.34,Gas Station,7,0,0.5,0
17114,714923583,2024-03-02 06:00:00,39.07,Travel,6,0,8.0,0
17115,714923583,2024-04-27 04:00:00,49.34,Restaurant,4,0,15.9,0
17116,714923583,2024-07-03 22:00:00,58.57,Utility Bill,22,0,1.8,0
17117,714923583,2024-08-28 09:00:00,42.83,Grocery,9,0,13.5,0
17118,714923583,2024-03-31 00:00:00,49.17,Gas Station,0,0,8.9,0
17119,714923583,2024-01-05 07:00:00,43.23,ATM Withdrawal,7,0,8.4,0
17120,714923583,2024-10-27 01:00:00,42.56,ATM Withdrawal,1,0,21.9,0
17121,714923583,2024-08-02 02:00:00,44.21,Electronics,2,0,1.5,0
17122,714923583,2024-06-08 12:00:00,123.23,Electronics,12,0,7.6,0
17123,714923583,2024-09-08 13:00:00,44.67,Online Retail,13,0,3.9,0
17124,714923583,2024-07-31 00:00:00,21.91,Grocery,0,0,3.7,0
17125,779141658,2024-06-25 21:00:00,88.88,Online Retail,21,0,4.4,0
17126,779141658,2024-04-04 01:00:00,32.2,Jewelry,1,0,7.0,0
17127,779141658,2024-10-26 08:00:00,27.33,Jewelry,8,0,19.4,0
17128,779141658,2024-04-28 00:00:00,125.88,Gas Station,0,0,1.2,0
17129,779141658,2024-06-29 05:00:00,57.01,ATM Withdrawal,5,0,3.6,0
17130,779141658,2024-05-31 19:00:00,116.34,Gas Station,19,0,4.3,0
17131,779141658,2024-10-03 00:00:00,54.73,Jewelry,0,0,0.2,0
17132,779141658,2024-02-27 06:00:00,139.8,Grocery,6,0,5.7,0
17133,779141658,2024-11-01 15:00:00,73.48,Jewelry,15,0,35.4,0
17134,779141658,2024-09-19 01:00:00,65.54,Online Retail,1,1,729.1,0
17135,779141658,2024-05-27 16:00:00,76.67,Utility Bill,16,0,15.1,0
17136,779141658,2024-10-24 17:00:00,15.0,Jewelry,17,0,4.6,0
17137,779141658,2024-07-11 15:00:00,50.59,Utility Bill,15,0,37.2,0
17138,779141658,2024-08-23 06:00:00,41.0,ATM Withdrawal,6,0,2.7,0
17139,779141658,2024-12-19 07:00:00,44.87,Utility Bill,7,0,19.4,0
17140,779141658,2024-11-16 07:00:00,67.38,Utility Bill,7,0,6.3,0
17141,779141658,2024-04-09 05:00:00,39.17,ATM Withdrawal,5,0,58.1,0
17142,779141658,2024-06-20 13:00:00,64.38,Utility Bill,13,0,5.9,0
17143,779141658,2024-10-12 23:00:00,75.8,Travel,23,1,2252.2,0
17144,715050408,2024-09-04 07:00:00,16.52,Electronics,7,0,65.9,0
17145,715050408,2024-12-23 00:00:00,43.1,Jewelry,0,0,0.6,0
17146,715050408,2024-03-30 23:00:00,50.23,Grocery,23,0,0.3,0
17147,715050408,2024-11-17 07:00:00,21.92,Travel,7,1,525.5,0
17148,715050408,2024-04-27 15:00:00,39.32,ATM Withdrawal,15,0,41.1,0
17149,715050408,2024-04-19 19:00:00,13.95,Electronics,19,0,10.2,0
17150,715050408,2024-09-17 12:00:00,18.45,Utility Bill,12,0,1.7,0
17151,715050408,2024-09-23 20:00:00,67.33,Gas Station,20,0,11.6,0
17152,708211383,2024-05-07 08:00:00,34.89,Electronics,8,0,2.4,0
17153,708211383,2024-11-18 09:00:00,34.66,Gas Station,9,0,9.6,0
17154,708211383,2024-05-17 18:00:00,102.49,Online Retail,18,0,20.4,0
17155,708211383,2024-07-16 04:00:00,29.06,Travel,4,0,2.4,0
17156,708211383,2024-08-22 08:00:00,58.92,Online Retail,8,0,26.3,0
17157,708211383,2024-08-27 07:00:00,12.91,Electronics,7,0,16.3,0
17158,708211383,2024-08-04 06:00:00,68.61,Utility Bill,6,0,4.0,0
17159,708211383,2024-10-20 03:00:00,35.67,Grocery,3,0,0.2,0
17160,708211383,2024-02-22 18:00:00,75.64,Grocery,18,0,6.0,0
17161,708211383,2024-10-02 12:00:00,66.87,Grocery,12,0,19.4,0
17162,708211383,2024-12-03 10:00:00,83.95,Restaurant,10,0,50.0,0
17163,708211383,2024-11-02 01:00:00,138.66,Travel,1,0,4.5,0
17164,708211383,2024-03-03 07:00:00,44.65,Gas Station,7,0,54.1,0
17165,708211383,2024-07-12 21:00:00,49.61,Jewelry,21,0,1.0,0
17166,708211383,2024-11-28 22:00:00,69.64,Jewelry,22,0,53.8,0
17167,708211383,2024-02-09 22:00:00,104.54,Gas Station,22,0,53.4,0
17168,708211383,2024-08-01 07:00:00,48.67,Utility Bill,7,0,16.5,0
17169,708211383,2024-05-22 00:00:00,68.65,Electronics,0,0,27.8,0
17170,719834208,2024-02-16 07:00:00,61.22,Utility Bill,7,0,5.5,0
17171,719834208,2024-05-31 05:00:00,91.76,Jewelry,5,0,32.9,0
17172,719834208,2024-01-28 18:00:00,73.93,Gas Station,18,0,52.3,0
17173,719834208,2024-07-02 12:00:00,83.46,Grocery,12,0,12.9,0
17174,719834208,2024-12-28 00:00:00,43.31,Restaurant,0,0,1.4,0
17175,719834208,2024-01-26 21:00:00,104.62,ATM Withdrawal,21,0,82.9,0
17176,719834208,2024-08-24 01:00:00,10.37,Electronics,1,0,14.8,0
17177,719834208,2024-09-17 07:00:00,97.15,Grocery,7,0,35.7,0
17178,719834208,2024-06-21 06:00:00,36.09,Utility Bill,6,0,4.0,0
17179,719834208,2024-12-09 03:00:00,25.6,Online Retail,3,0,3.4,0
17180,719834208,2024-06-01 08:00:00,50.07,Electronics,8,0,0.8,0
17181,719834208,2024-02-07 16:00:00,29.43,Jewelry,16,0,24.4,0
17182,719834208,2024-09-21 02:00:00,16.5,ATM Withdrawal,2,0,4.7,0
17183,719834208,2024-05-21 06:00:00,52.1,Travel,6,0,5.9,0
17184,719834208,2024-07-31 17:00:00,33.79,Grocery,17,0,5.1,0
17185,719834208,2024-10-20 14:00:00,114.54,Gas Station,14,0,12.8,0
17186,719834208,2024-11-24 11:00:00,36.99,Online Retail,11,0,18.9,0
17187,719834208,2024-04-05 10:00:00,35.19,Jewelry,10,0,60.5,0
17188,719834208,2024-02-17 14:00:00,28.7,Gas Station,14,0,8.9,0
17189,719834208,2024-03-01 20:00:00,21.79,Travel,20,0,3.5,0
17190,717480783,2024-03-01 09:00:00,159.17,Gas Station,9,0,0.0,0
17191,717480783,2024-06-17 15:00:00,124.77,ATM Withdrawal,15,0,5.9,0
17192,717480783,2024-04-03 22:00:00,215.23,Restaurant,22,0,10.3,0
17193,717480783,2024-02-29 02:00:00,464.18,Electronics,2,0,23.8,0
17194,717480783,2024-07-16 21:00:00,311.82,ATM Withdrawal,21,0,25.4,0
17195,717480783,2024-02-28 08:00:00,134.35,Jewelry,8,0,6.9,0
17196,717480783,2024-04-26 19:00:00,201.5,Jewelry,19,0,9.5,0
17197,717480783,2024-10-22 21:00:00,114.6,ATM Withdrawal,21,0,2.8,0
17198,717480783,2024-11-27 19:00:00,306.65,Restaurant,19,0,24.6,0
17199,717480783,2024-04-27 04:00:00,70.29,Gas Station,4,0,6.0,0
17200,717480783,2024-01-30 10:00:00,299.17,Online Retail,10,0,6.2,0
17201,717480783,2024-01-17 02:00:00,119.6,Utility Bill,2,0,9.1,0
17202,717480783,2024-09-20 14:00:00,58.17,Gas Station,14,0,8.5,0
17203,717480783,2024-02-18 12:00:00,254.97,Restaurant,12,0,24.8,0
17204,717480783,2024-07-21 10:00:00,71.69,Online Retail,10,0,3.1,0
17205,717480783,2024-02-27 17:00:00,106.33,Online Retail,17,0,1.1,0
17206,717480783,2024-06-14 01:00:00,59.12,Online Retail,1,0,7.4,0
17207,717480783,2024-01-25 03:00:00,289.05,Utility Bill,3,0,5.6,0
17208,717480783,2024-12-22 15:00:00,144.81,Utility Bill,15,1,1921.1,0
17209,717480783,2024-04-27 06:00:00,158.22,Gas Station,6,0,14.3,0
17210,717480783,2024-02-10 12:00:00,60.04,Utility Bill,12,0,15.0,0
17211,717480783,2024-02-23 07:00:00,94.82,Electronics,7,0,0.3,0
17212,717480783,2024-05-27 04:00:00,125.78,Travel,4,1,480.4,0
17213,717480783,2024-09-20 12:00:00,149.61,Online Retail,12,0,4.4,0
17214,717480783,2024-02-23 20:00:00,76.29,Restaurant,20,0,48.8,0
17215,713687508,2024-01-16 15:00:00,111.47,ATM Withdrawal,15,0,9.6,0
17216,713687508,2024-01-09 02:00:00,37.23,Gas Station,2,0,27.7,0
17217,713687508,2024-04-14 14:00:00,36.23,Gas Station,14,0,2.0,0
17218,713687508,2024-12-31 15:00:00,35.34,Restaurant,15,0,28.2,0
17219,713687508,2024-07-13 14:00:00,105.71,ATM Withdrawal,14,0,6.5,0
17220,713687508,2024-12-23 01:00:00,42.13,Online Retail,1,0,8.9,0
17221,713687508,2024-09-23 23:00:00,61.07,Utility Bill,23,0,42.8,0
17222,713687508,2024-03-28 14:00:00,11.09,Travel,14,0,52.0,0
17223,713687508,2024-10-17 12:00:00,65.71,Gas Station,12,0,22.6,0
17224,713687508,2024-08-09 20:00:00,13.75,Jewelry,20,0,8.0,0
17225,713687508,2024-11-30 03:00:00,32.37,Restaurant,3,0,72.6,0
17226,713687508,2024-01-05 16:00:00,90.36,Grocery,16,1,700.3,0
17227,713687508,2024-06-27 23:00:00,27.85,Travel,23,0,7.4,0
17228,713687508,2024-04-19 06:00:00,73.57,Gas Station,6,0,2.3,0
17229,713687508,2024-08-26 15:00:00,63.53,ATM Withdrawal,15,0,1.4,0
17230,713687508,2024-01-15 21:00:00,35.87,Gas Station,21,0,42.6,0
17231,713687508,2024-12-29 04:00:00,72.47,Online Retail,4,0,30.9,0
17232,715130808,2024-09-28 23:00:00,38.64,Grocery,23,0,25.3,0
17233,715130808,2024-06-04 00:00:00,26.91,Grocery,0,0,23.9,0
17234,715130808,2024-08-02 16:00:00,46.53,ATM Withdrawal,16,0,10.6,0
17235,715130808,2024-06-14 05:00:00,43.19,ATM Withdrawal,5,0,4.8,0
17236,715130808,2024-01-06 07:00:00,101.46,Restaurant,7,0,43.5,0
17237,715130808,2024-07-01 23:00:00,43.82,Travel,23,0,0.2,0
17238,715130808,2024-06-22 01:00:00,50.22,Gas Station,1,0,54.0,0
17239,715130808,2024-10-25 23:00:00,56.3,Restaurant,23,0,1.8,0
17240,715130808,2024-06-19 22:00:00,39.58,ATM Withdrawal,22,0,20.8,0
17241,715130808,2024-05-18 05:00:00,18.55,Utility Bill,5,0,53.1,0
17242,715130808,2024-11-30 07:00:00,76.0,Electronics,7,0,5.5,0
17243,715130808,2024-12-04 14:00:00,36.9,Gas Station,14,0,12.7,0
17244,715130808,2024-04-14 22:00:00,104.91,Grocery,22,0,25.4,0
17245,715130808,2024-02-10 01:00:00,83.98,Gas Station,1,0,5.3,0
17246,715130808,2024-06-24 16:00:00,51.11,Restaurant,16,0,2.5,0
17247,715130808,2024-09-26 08:00:00,24.21,Grocery,8,0,5.3,0
17248,715130808,2024-04-16 13:00:00,58.39,ATM Withdrawal,13,0,3.2,0
17249,715130808,2024-08-15 00:00:00,59.29,Grocery,0,0,12.8,0
17250,715130808,2024-05-14 22:00:00,18.78,Gas Station,22,0,19.8,0
17251,715130808,2024-02-07 23:00:00,70.57,Restaurant,23,1,588.5,0
17252,712154883,2024-12-16 04:00:00,115.91,Grocery,4,0,29.8,0
17253,712154883,2024-11-20 02:00:00,55.31,Grocery,2,0,21.5,0
17254,712154883,2024-06-16 01:00:00,134.56,Jewelry,1,0,9.3,0
17255,712154883,2024-09-08 08:00:00,44.62,Utility Bill,8,0,7.3,0
17256,712154883,2024-01-09 01:00:00,192.96,Utility Bill,1,0,5.7,0
17257,712154883,2024-01-24 16:00:00,52.65,ATM Withdrawal,16,1,1316.7,0
17258,712154883,2024-08-08 17:00:00,27.49,Electronics,17,0,10.7,0
17259,712154883,2024-04-15 15:00:00,48.9,Electronics,15,0,1.6,0
17260,712154883,2024-08-21 15:00:00,56.12,Jewelry,15,0,30.2,0
17261,712154883,2024-03-13 08:00:00,32.88,Gas Station,8,0,24.4,0
17262,712154883,2024-04-28 07:00:00,86.57,Utility Bill,7,0,41.8,0
17263,712154883,2024-09-22 15:00:00,173.99,Electronics,15,1,1646.9,1
17264,712154883,2024-05-26 00:00:00,93.61,Electronics,0,0,16.5,1
17265,712154883,2024-08-24 02:00:00,72.12,Gas Station,2,0,0.2,0
17266,712154883,2024-05-23 08:00:00,40.22,Online Retail,8,0,23.9,0
17267,712154883,2024-06-02 06:00:00,70.76,Utility Bill,6,1,146.7,1
17268,712154883,2024-02-18 08:00:00,45.63,Grocery,8,0,0.7,0
17269,712154883,2024-12-06 04:00:00,156.0,Travel,4,0,9.5,0
17270,807237783,2024-01-19 00:00:00,165.62,Utility Bill,0,0,8.9,0
17271,807237783,2024-03-21 07:00:00,86.96,Travel,7,0,0.1,0
17272,807237783,2024-10-16 20:00:00,408.81,Electronics,20,1,2419.2,1
17273,807237783,2024-07-15 04:00:00,17.61,Jewelry,4,0,9.7,0
17274,807237783,2024-08-21 16:00:00,102.04,Online Retail,16,0,2.0,0
17275,807237783,2024-08-29 06:00:00,22.59,Travel,6,0,19.1,0
17276,807237783,2024-04-09 02:00:00,23.48,Jewelry,2,0,2.3,0
17277,807237783,2024-09-08 13:00:00,176.25,Travel,13,0,41.7,0
17278,807237783,2024-09-17 13:00:00,64.97,Travel,13,1,12.1,0
17279,807237783,2024-08-13 06:00:00,68.2,Travel,6,0,15.5,0
17280,807237783,2024-06-26 06:00:00,105.32,Restaurant,6,0,6.5,0
17281,807237783,2024-06-17 22:00:00,38.45,Online Retail,22,0,11.9,0
17282,807237783,2024-07-21 08:00:00,88.38,Jewelry,8,0,18.1,0
17283,807237783,2024-08-15 21:00:00,33.37,Grocery,21,1,46.0,0
17284,807237783,2024-10-07 15:00:00,128.24,Utility Bill,15,0,14.3,0
17285,807237783,2024-11-06 21:00:00,83.34,ATM Withdrawal,21,0,12.3,0
17286,720595083,2024-08-29 18:00:00,42.4,Jewelry,18,0,0.4,0
17287,720595083,2024-05-06 07:00:00,59.89,Travel,7,0,12.8,0
17288,720595083,2024-07-10 15:00:00,24.4,Grocery,15,0,4.6,0
17289,720595083,2024-07-02 04:00:00,53.28,Electronics,4,0,30.3,0
17290,720595083,2024-04-19 23:00:00,187.01,Restaurant,23,0,64.4,0
17291,720595083,2024-02-15 12:00:00,51.37,Gas Station,12,0,6.1,0
17292,720595083,2024-04-30 09:00:00,114.21,ATM Withdrawal,9,0,11.5,0
17293,720595083,2024-05-25 09:00:00,73.1,Online Retail,9,0,14.7,0
17294,720595083,2024-09-18 08:00:00,73.2,Electronics,8,0,31.4,1
17295,720595083,2024-07-17 20:00:00,136.65,Restaurant,20,0,6.2,0
17296,720595083,2024-09-12 07:00:00,47.46,Online Retail,7,0,47.4,0
17297,720595083,2024-03-31 03:00:00,200.06,ATM Withdrawal,3,0,40.2,0
17298,720595083,2024-01-13 09:00:00,64.96,Gas Station,9,0,17.6,0
17299,720595083,2024-09-22 21:00:00,55.76,Travel,21,0,5.9,0
17300,720595083,2024-02-03 07:00:00,29.22,Grocery,7,0,4.6,0
17301,720595083,2024-05-04 22:00:00,155.19,Electronics,22,0,4.8,0
